Year,Brand,Model,Mileage_k,Mileage,Rating,Review Count,Price
2021,Mercedes-Benz,C-Class C 300 4MATIC,14,721,4.6,"1,246","$33,795 "
2020,Mercedes-Benz,S-Class S 450 4MATIC,38,609,4.9,"2,783","$54,954 "
2024,Mercedes-Benz,GLE 350  4MATIC,3,962,4.7,"2,879","$73,890 "
2023,Mercedes-Benz,EQB 300  4MATIC,2,910,4.3,"1,491","$56,444 "
2023,Mercedes-Benz,EQB 350  4MATIC,1,887,4,"3,563","$57,990 "
2024,Mercedes-Benz,C-Class C 300 4MATIC,4,979,4.5,843,"$51,555 "
2023,Mercedes-Benz,G-Class G 550 4MATIC,4,892,4,150,"$169,999 "
2021,Mercedes-Benz,CLA 250 ,60,383,4.3,"1,491","$30,999 "
2021,Mercedes-Benz,E-Class E 350 4MATIC,11,991,4,79,"$44,480 "
2023,Mercedes-Benz,EQS 450+ ,1,729,4.4,"1,231","$74,999 "
2022,Mercedes-Benz,GLE 350  4MATIC,13,770,4.3,"1,491","$53,840 "
2024,Mercedes-Benz,GLE 350  4MATIC,6,202,4.5,"1,926","$61,777 "
2024,Mercedes-Benz,GLS 450 4MATIC,3,226,4.5,919,"$94,001 "
2023,Mercedes-Benz,EQB 300  4MATIC,3,563,4.3,"1,491","$55,212 "
2020,Mercedes-Benz,GLE 350 ,43,89,4.8,902,"$39,874 "
2019,Mercedes-Benz,AMG GLC 43  4MATIC,20,339,4.8,329,"$43,440 "
2023,Mercedes-Benz,EQE 500 4MATIC,1,975,4.5,"2,204","$78,820 "
2023,Mercedes-Benz,AMG GLE 63 S-Model 4MATIC,11,472,4,1000,"$119,995 "
2024,Mercedes-Benz,GLE 350  4MATIC,1,771,4,599,"$71,988 "
2022,Mercedes-Benz,GLE 350  4MATIC,20,371,4.3,112,"$51,696 "
2023,Mercedes-Benz,EQB 300  4MATIC,3,660,4.3,"1,491","$52,473 "
2019,Mercedes-Benz,CLA 250 ,39,332,4.3,"1,491","$29,527 "
2021,Mercedes-Benz,GLS 580  4MATIC,64,230,4,1,"$69,991 "
2023,Mercedes-Benz,Metris ,11,613,5,"2,881","$44,998 "
2023,Mercedes-Benz,GLE 450 4MATIC,9,202,4.2,"2,867","$68,204 "
2019,Mercedes-Benz,GLC 300  4MATIC,18,813,4.9,"2,501","$30,994 "
2021,Mercedes-Benz,GLC 300,22,300,4,11,"$38,999 "
2021,Mercedes-Benz,C-Class C 300 4MATIC,12,92,4,"1,054","$34,410 "
2020,Mercedes-Benz,E-Class 4MATIC,37,583,4.7,611,"$38,893 "
2023,Mercedes-Benz,CLA 250  4MATIC,1,750,4.5,843,"$43,555 "
2023,Mercedes-Benz,GLS 450 4MATIC,10,900,4.8,"2,059","$85,883 "
2021,Mercedes-Benz,GLE 350  4MATIC,46,840,4.9,294,"$41,000 "
2021,Mercedes-Benz,GLB 250 ,36,926,4.9,322,"$29,990 "
2022,Mercedes-Benz,S-Class S 580,21,887,4.8,899,"$94,983 "
2023,Mercedes-Benz,GLE 450 4MATIC,12,320,4.8,"2,195","$69,846 "
2024,Mercedes-Benz,C-Class C 300,5,321,4.7,"2,308","$45,777 "
2020,Mercedes-Benz,E-Class E 450 4MATIC,36,592,4.8,752,"$43,987 "
2022,Mercedes-Benz,GLB 250 ,24,234,3.6,376,"$31,987 "
2021,Mercedes-Benz,AMG GLE 53 ,22,720,4.9,"4,585","$77,000 "
2021,Mercedes-Benz,GLC 300 ,43,853,4,0,"$34,989 "
2022,Mercedes-Benz,GLC 300 ,21,668,4,418,"$36,400 "
2021,Mercedes-Benz,GLA 250 ,21,300,4.3,"1,491","$32,817 "
2022,Mercedes-Benz,GLE 350  4MATIC,8,981,4.9,294,"$58,000 "
2021,Mercedes-Benz,GLA 250,45,54,4,9,"$32,995 "
2023,Mercedes-Benz,E-Class E 450 4MATIC,6,465,4,47,"$52,399 "
2021,Mercedes-Benz,E-Class E 350 4MATIC,44,144,4.8,752,"$39,988 "
2020,Mercedes-Benz,E-Class E 350,34,391,4.7,"1,372","$33,950 "
2023,Mercedes-Benz,EQB 300  4MATIC,4,800,4.3,"1,491","$55,521 "
2021,Mercedes-Benz,C-Class 4MATIC Sedan,8,401,4.7,662,"$36,742 "
2024,Mercedes-Benz,C-Class C 300 4MATIC,2,750,4.7,"2,879","$46,295 "
2023,Mercedes-Benz,GLB 250  4MATIC,3,425,3.9,"1,800","$51,860 "
2021,Mercedes-Benz,GLB 250 ,29,21,4.6,981,"$28,496 "
2024,Mercedes-Benz,C-Class C 300 4MATIC,5,640,4.7,"1,239","$49,999 "
2021,Mercedes-Benz,E-Class E 350 4MATIC,23,19,4.8,752,"$42,988 "
2023,Mercedes-Benz,EQB 300  4MATIC,1,440,4.3,"1,491","$55,414 "
2021,Mercedes-Benz,AMG GLE 63 S-Model 4MATIC,32,982,4,2,"$82,994 "
2022,Mercedes-Benz,GLC 300 ,6,783,4.8,"2,059","$41,884 "
2023,Mercedes-Benz,C-Class C 300 4MATIC,4,16,4.4,"2,339","$45,998 "
2020,Mercedes-Benz,E-Class E 350 4MATIC,69,941,4.6,"1,915","$29,695 "
2023,Mercedes-Benz,GLA 250  4MATIC,3,641,4.5,627,"$41,432 "
2019,Mercedes-Benz,C-Class C 300 4MATIC,38,107,5,365,"$28,999 "
2022,Mercedes-Benz,GLE 350  4MATIC,21,332,3.8,32,"$52,466 "
2022,Mercedes-Benz,GLE 350 ,37,125,3.8,32,"$47,735 "
2022,Mercedes-Benz,GLE 350 ,32,441,4,67,"$42,986 "
2024,Mercedes-Benz,GLE 450,2,440,4,1000,"$67,994 "
2023,Mercedes-Benz,GLA 250  4MATIC,6,171,4.5,627,"$41,973 "
2023,Mercedes-Benz,C-Class C 300 4MATIC,1,629,4.4,"2,963","$43,988 "
2020,Mercedes-Benz,GLE 350  4MATIC,65,654,4.6,417,"$30,500 "
2021,Mercedes-Benz,GLE 350  4MATIC,21,65,4,"3,563","$47,695 "
2018,Mercedes-Benz,AMG GT ,21,600,4.8,788,"$79,799 "
2021,Mercedes-Benz,GLC 300  4MATIC,34,986,4,418,"$33,833 "
2021,Mercedes-Benz,GLA 250  4MATIC,20,975,4.3,"1,647","$31,773 "
2017,Mercedes-Benz,AMG GLE 43  4MATIC,67,516,4.5,996,"$29,883 "
2023,Mercedes-Benz,CLA 250  4MATIC,9,363,4.8,"1,291","$40,900 "
2019,Mercedes-Benz,SL 450 ,23,42,4.4,"1,038","$63,874 "
2021,Mercedes-Benz,GLS 450 4MATIC,36,882,4,64,"$56,481 "
2023,Mercedes-Benz,EQE 350  4MATIC+,12,827,4.9,911,"$55,963 "
2023,Mercedes-Benz,CLA 250 ,8,400,4.5,401,"$41,985 "
2020,Mercedes-Benz,GLC 300  4MATIC,31,745,4.3,419,"$29,997 "
2022,Mercedes-Benz,GLE 350  4MATIC,18,940,3.9,"1,800","$55,900 "
2022,Mercedes-Benz,GLC 300 ,20,379,4,64,"$38,597 "
2024,Mercedes-Benz,GLE 450 4MATIC,2,370,4.7,"2,879","$72,765 "
2019,Mercedes-Benz,A-Class A 220,45,368,4.4,"1,838","$24,899 "
2022,Mercedes-Benz,GLE 350  4MATIC,20,270,4.4,925,"$53,441 "
2019,Mercedes-Benz,A-Class A 220 4MATIC,36,83,4.3,"1,491","$29,999 "
2021,Mercedes-Benz,E-Class E 450 4MATIC,35,155,4.9,274,"$55,995 "
2021,Mercedes-Benz,E-Class E 350 4MATIC,29,149,4.7,"1,014","$38,692 "
2023,Mercedes-Benz,C-Class C 300 4MATIC,3,949,4.4,295,"$46,398 "
2018,Mercedes-Benz,GLA 250  4MATIC,53,587,4.7,197,"$21,360 "
2023,Mercedes-Benz,GLS 450 4MATIC,15,27,4.9,"7,140","$79,700 "
2022,Mercedes-Benz,GLE 350 ,13,942,4.8,"5,398","$52,894 "
2020,Mercedes-Benz,C-Class C 300 4MATIC,31,481,3.2,157,"$27,981 "
2022,Mercedes-Benz,CLA 250 ,12,74,4.7,316,"$33,890 "
2023,Mercedes-Benz,CLA 250 ,9,169,5,"1,502","$41,990 "
2023,Mercedes-Benz,C-Class C 300,3,686,4.7,"2,931","$43,777 "
2019,Mercedes-Benz,GLA 250  4MATIC,47,183,4.9,"2,043","$25,632 "
2020,Mercedes-Benz,GLE 450 AWD 4MATIC,49,865,4,9,"$48,000 "
2023,Mercedes-Benz,GLC 300  4MATIC,4,801,4.7,192,"$55,349 "
2023,Mercedes-Benz,GLB 250 ,14,204,4.8,160,"$41,492 "
2023,Mercedes-Benz,GLA 250 ,14,64,4.8,"2,195","$37,616 "
2024,Mercedes-Benz,C-Class C 300 4MATIC,0,389,4.7,"2,308","$48,777 "
2021,Mercedes-Benz,GLA 250 ,13,600,4.8,558,"$31,925 "
2022,Mercedes-Benz,GLC 300  4MATIC,16,960,4,60,"$38,494 "
2020,Mercedes-Benz,C-Class C 300 4MATIC,25,839,4,64,"$29,890 "
2023,Mercedes-Benz,GLA 250  4MATIC,8,765,4.4,"1,231","$43,777 "
2023,Mercedes-Benz,GLB 250 ,9,111,4.8,"2,059","$43,983 "
2023,Mercedes-Benz,EQB 250 ,4,383,4.5,344,"$51,788 "
2023,Mercedes-Benz,GLB 250 ,8,3,4.8,"2,059","$41,883 "
2018,Mercedes-Benz,AMG C 43  4MATIC,61,693,4.8,"1,729","$32,999 "
2021,Mercedes-Benz,GLB 250 ,33,249,4.8,"2,002","$30,933 "
2021,Mercedes-Benz,GLE 350  4MATIC,33,352,4.2,344,"$45,998 "
2021,Mercedes-Benz,AMG CLA 35,37,151,4,1000,"$38,995 "
2021,Mercedes-Benz,C-Class C 300,18,664,4,543,"$35,991 "
2021,Mercedes-Benz,GLC 300  4MATIC,32,83,4.8,"2,059","$36,884 "
2023,Mercedes-Benz,GLS 580  4MATIC,0,990,4.8,"2,059","$98,482 "
2022,Mercedes-Benz,C-Class C 300 4MATIC,19,987,4.6,827,"$46,692 "
2017,Mercedes-Benz,GLS 450  4MATIC,73,222,4.5,819,"$24,998 "
2023,Mercedes-Benz,GLB 250,13,162,4,23,"$39,800 "
2024,Mercedes-Benz,S-Class S 580 4MATIC,3,516,4.5,501,"$128,991 "
2023,Mercedes-Benz,C-Class C 300,10,152,4.5,"2,465","$39,988 "
2020,Mercedes-Benz,C-Class C 300 4MATIC,54,670,4,28,"$27,598 "
2020,Mercedes-Benz,GLS 450  4MATIC,40,497,4.3,"1,491","$53,332 "
2021,Mercedes-Benz,GLE 350 ,34,702,4.4,"1,038","$51,901 "
2022,Mercedes-Benz,AMG GLA 45 ,5,448,2.5,452,"$46,098 "
2022,Mercedes-Benz,S-Class S 500,25,118,4.3,133,"$83,890 "
2023,Mercedes-Benz,EQE 350+ ,1,502,4.9,848,"$68,853 "
2023,Mercedes-Benz,EQS 450+ ,22,116,4.9,"2,166","$81,004 "
2023,Mercedes-Benz,EQE 500  4MATIC,3,211,4.3,"1,491","$75,007 "
2022,Mercedes-Benz,CLA 250 ,22,443,4.4,"1,231","$34,354 "
2023,Mercedes-Benz,EQS 450+ ,8,408,4.6,483,"$79,991 "
2023,Mercedes-Benz,GLC 300  4MATIC,6,251,4.5,344,"$51,991 "
2023,Mercedes-Benz,Maybach S 680 4MATIC,0,302,4.5,"1,334","$198,888 "
2020,Mercedes-Benz,GLS 450  4MATIC,24,609,4.6,87,"$55,888 "
2020,Mercedes-Benz,GLE 350  4MATIC,43,683,3.8,146,"$37,295 "
2023,Mercedes-Benz,GLB 250 ,8,720,4.8,"2,059","$43,883 "
2021,Mercedes-Benz,E-Class E 350 4MATIC,42,949,4.6,"1,018","$42,588 "
2022,Mercedes-Benz,CLS 450  4MATIC,20,214,4.5,97,"$64,991 "
2020,Mercedes-Benz,CLA 250  4MATIC,26,909,4.2,568,"$33,989 "
2023,Mercedes-Benz,GLC 300 4MATIC Coupe,9,553,4.5,"2,465","$48,988 "
2023,Mercedes-Benz,EQB 250 ,1,460,4.9,"4,322","$45,000 "
2021,Mercedes-Benz,GLC 300 4MATIC Coupe,36,5,4.6,"5,510","$43,573 "
2023,Mercedes-Benz,C-Class C 300,11,213,4.4,"1,038","$56,894 "
2023,Mercedes-Benz,GLE 350  4MATIC,5,466,4.5,"2,465","$65,030 "
2023,Mercedes-Benz,C-Class C 300 4MATIC,4,669,4.8,"1,354","$49,983 "
2021,Mercedes-Benz,AMG A 35 ,30,789,3.6,"1,405","$38,991 "
2024,Mercedes-Benz,C-Class C 300,4,211,4,"3,563","$49,145 "
2023,Mercedes-Benz,GLB 250 ,9,80,4.8,"2,468","$46,235 "
2023,Mercedes-Benz,E-Class E 350,7,339,5,"1,502","$59,990 "
2020,Mercedes-Benz,C-Class C 300,35,442,4.8,"1,354","$31,994 "
2020,Mercedes-Benz,C-Class 4MATIC,12,434,4.6,"3,258","$32,309 "
2020,Mercedes-Benz,GLC 300 ,45,330,4.6,"1,847","$32,000 "
2018,Mercedes-Benz,AMG GT ,37,143,2.1,238,"$79,990 "
2020,Mercedes-Benz,AMG C 43  4MATIC,32,428,4.8,"1,905","$42,496 "
2022,Mercedes-Benz,GLE 450 4MATIC,33,183,4,12,"$56,775 "
2023,Mercedes-Benz,C-Class C 300 4MATIC,4,753,4.4,295,"$45,996 "
2023,Mercedes-Benz,C-Class C 300 4MATIC,5,136,4.8,"1,291","$43,600 "
2023,Mercedes-Benz,EQB 300  4MATIC,1,77,4.3,419,"$45,997 "
2021,Mercedes-Benz,GLA 250  4MATIC,39,253,4.8,752,"$30,988 "
2021,Mercedes-Benz,GLE 350  4MATIC,57,746,4.9,"1,411","$45,992 "
2023,Mercedes-Benz,AMG GT 63 S 4-Door,2,204,4.7,"2,931","$187,987 "
2021,Mercedes-Benz,AMG G 63 ,17,593,4.9,"4,322","$176,988 "
2021,Mercedes-Benz,GLA 250 ,25,430,4.8,"5,398","$29,893 "
2020,Mercedes-Benz,E-Class E 350,39,903,4.8,"2,059","$34,683 "
2024,Mercedes-Benz,C-Class C 300 4MATIC,5,146,4.9,"4,585","$50,000 "
2021,Mercedes-Benz,E-Class E 350 4MATIC,64,725,4.5,"1,926","$31,890 "
2021,Mercedes-Benz,GLE 350  4MATIC,45,647,4.8,527,"$44,800 "
2021,Mercedes-Benz,CLA 250 ,32,975,4.8,"1,729","$29,888 "
2021,Mercedes-Benz,C-Class C 300,27,256,4.6,827,"$36,789 "
2023,Mercedes-Benz,GLB 250 ,15,203,4.8,"2,002","$34,995 "
2021,Mercedes-Benz,GLE 350  4MATIC,50,170,4,236,"$43,990 "
2023,Mercedes-Benz,GLB 250  4MATIC,4,111,4.4,"2,963","$42,763 "
2023,Mercedes-Benz,GLB 250  4MATIC,9,196,4.5,991,"$42,775 "
2023,Mercedes-Benz,S-Class S 580 4MATIC,12,721,4.7,"1,594","$114,895 "
2021,Mercedes-Benz,GLA 250 ,64,114,4.8,"1,735","$25,983 "
2021,Mercedes-Benz,AMG G 63 ,19,980,4.9,"2,501","$182,975 "
2022,Mercedes-Benz,AMG GLC 43  4MATIC,16,418,4.7,449,"$50,000 "
2021,Mercedes-Benz,GLC 300 4MATIC Coupe,22,481,4.4,654,"$44,157 "
2022,Mercedes-Benz,GLC 300 ,24,790,4.8,"2,195","$37,700 "
2022,Mercedes-Benz,C-Class C 300 4MATIC,11,82,4.8,"1,354","$42,793 "
2020,Mercedes-Benz,A-Class A 220 4MATIC,38,959,3.7,113,"$26,880 "
2020,Mercedes-Benz,GLE 350 ,41,533,4.7,"2,931","$39,562 "
2022,Mercedes-Benz,GLC 300  4MATIC,30,1,4.7,197,"$37,259 "
2020,Mercedes-Benz,GLE 350 ,49,95,4,236,"$36,990 "
2022,Mercedes-Benz,AMG GLC 43  4MATIC,22,930,4.4,"2,339","$47,998 "
2020,Mercedes-Benz,E-Class E 450 4MATIC,54,832,4.9,"1,405","$35,250 "
2021,Mercedes-Benz,C-Class C 300,6,894,4.3,419,"$34,597 "
2022,Mercedes-Benz,GLE 350  4MATIC,39,450,4,599,"$48,888 "
2022,Mercedes-Benz,GLC 300 ,10,702,4.3,"1,491","$40,039 "
2023,Mercedes-Benz,GLA 250 ,9,723,4.4,"1,231","$41,777 "
2023,Mercedes-Benz,GLA 250,0,851,4,23,"$38,761 "
2021,Mercedes-Benz,GLB 250 ,38,493,4.2,568,"$30,989 "
2023,Mercedes-Benz,C-Class C 300 4MATIC,3,299,4.8,"1,354","$53,983 "
2023,Mercedes-Benz,CLA 250  4MATIC,3,984,4.7,"1,014","$47,840 "
2020,Mercedes-Benz,GLC 300 4MATIC Coupe,62,102,4.5,"1,684","$39,699 "
2024,Mercedes-Benz,C-Class C 300 4MATIC,3,145,4.7,"2,879","$48,250 "
2021,Mercedes-Benz,CLS 450 ,48,823,4.5,"1,334","$45,699 "
2024,Mercedes-Benz,GLC 300  4MATIC,2,673,4.5,"1,684","$52,777 "
2023,Mercedes-Benz,E-Class E 350,7,332,4.9,"2,166","$55,004 "
2022,Mercedes-Benz,GLC 300 ,28,841,4.4,"1,038","$42,916 "
2023,Mercedes-Benz,CLA 250  4MATIC,5,797,4.5,627,"$39,495 "
2021,Mercedes-Benz,C-Class C 300,17,216,4,38,"$32,900 "
2021,Mercedes-Benz,AMG G 63 ,27,929,4.8,"2,059","$170,882 "
2021,Mercedes-Benz,GLA 250  4MATIC,30,169,4.5,"1,492","$30,295 "
2022,Mercedes-Benz,E-Class E 350,37,309,4.6,827,"$45,768 "
2023,Mercedes-Benz,C-Class C 300 4MATIC,14,621,4.6,76,"$41,990 "
2024,Mercedes-Benz,C-Class C 300 4MATIC,4,193,4.4,295,"$55,498 "
2023,Mercedes-Benz,S-Class S 500 4MATIC,19,341,4.8,823,"$98,900 "
2024,Mercedes-Benz,GLE 450 Plug-In Hybrid  4MATIC,2,552,4.6,348,"$70,990 "
2023,Mercedes-Benz,AMG GLA 45 ,7,646,4.8,"2,195","$53,476 "
2021,Mercedes-Benz,A-Class A 220 4MATIC,17,101,4.6,"1,915","$30,337 "
2020,Mercedes-Benz,GLB 250 ,26,589,4.6,"3,258","$32,204 "
2023,Mercedes-Benz,C-Class C 300,10,773,4.6,76,"$45,990 "
2024,Mercedes-Benz,GLE 350  4MATIC,2,14,4,599,"$72,488 "
2021,Mercedes-Benz,GLA 250 ,35,735,4.8,"5,398","$29,894 "
2023,Mercedes-Benz,E-Class E 350,15,216,4.6,827,"$52,997 "
2023,Mercedes-Benz,GLB 250  4MATIC,6,629,4.7,733,"$50,435 "
2021,Mercedes-Benz,GLS 580  4MATIC,33,129,4.7,"2,931","$69,963 "
2023,Mercedes-Benz,CLA 250  4MATIC,4,764,4.9,"3,222","$41,991 "
2021,Mercedes-Benz,GLB 250  4MATIC,61,898,4.2,"2,867","$28,989 "
2021,Mercedes-Benz,AMG GLS 63  4MATIC,25,954,5,"1,782","$97,999 "
2020,Mercedes-Benz,GLA 250  4MATIC,21,374,4.3,"1,491","$29,128 "
2020,Mercedes-Benz,GLS 450  4MATIC,40,403,4.9,"1,405","$48,700 "
2023,Mercedes-Benz,E-Class E 350 4MATIC,14,955,4.6,827,"$53,637 "
2022,Mercedes-Benz,AMG GLE 63 S,12,83,4.7,"1,424","$109,977 "
2023,Mercedes-Benz,C-Class C 300 4MATIC,5,19,4.7,"1,014","$43,892 "
2019,Mercedes-Benz,GLC 300 4MATIC Coupe,33,169,4.6,"3,258","$36,866 "
2023,Mercedes-Benz,GLB 250 ,20,33,4.8,"5,398","$39,894 "
2021,Mercedes-Benz,C-Class C 300,24,28,4.8,"5,398","$31,894 "
2023,Mercedes-Benz,GLE 350  4MATIC,13,269,4.9,"2,501","$63,486 "
2021,Mercedes-Benz,AMG G 63 ,14,589,4.8,"2,002","$199,860 "
2022,Mercedes-Benz,GLE 580 AWD 4MATIC,11,491,4.8,823,"$77,900 "
2024,Mercedes-Benz,GLE 350  4MATIC,9,841,4.5,"2,465","$62,988 "
2023,Mercedes-Benz,C-Class C 300 4MATIC,3,298,4.8,"1,354","$49,983 "
2023,Mercedes-Benz,E-Class E 350 4MATIC,0,428,4.9,274,"$54,995 "
2020,Mercedes-Benz,GLE 350  4MATIC,42,812,4,64,"$39,997 "
2021,Mercedes-Benz,GLE 350 ,23,644,4.8,"2,059","$42,880 "
2023,Mercedes-Benz,GLB 250 ,6,663,4.8,"1,094","$40,996 "
2020,Mercedes-Benz,E-Class E 350 4MATIC,42,75,4,2,"$41,100 "
2023,Mercedes-Benz,C-Class C 300 4MATIC,4,162,4.4,"2,339","$44,998 "
2018,Mercedes-Benz,GLE 350 ,98,205,4.5,"1,926","$21,260 "
2021,Mercedes-Benz,GLC 300  4MATIC,28,998,4.6,"5,510","$35,500 "
2022,Mercedes-Benz,GLC 300  4MATIC,23,235,4,60,"$38,494 "
2022,Mercedes-Benz,GLC 300,24,320,4.6,66,"$36,999 "
2022,Mercedes-Benz,S-Class S 580 4MATIC,18,406,4.8,"2,468","$95,984 "
2023,Mercedes-Benz,GLE 580 AWD 4MATIC,12,769,4.8,"1,354","$87,993 "
2021,Mercedes-Benz,GLE 350 ,22,243,4.5,"1,926","$47,845 "
2021,Mercedes-Benz,GLC 300,21,296,4.2,7,"$39,981 "
2021,Mercedes-Benz,G-Class G 550 4MATIC,14,975,4.7,"1,171","$159,990 "
2024,Mercedes-Benz,GLE 350  4MATIC,7,459,4.5,"1,926","$60,777 "
2024,Mercedes-Benz,GLE 450 GLE 450,2,292,4,1000,"$75,445 "
2024,Mercedes-Benz,GLE 350  4MATIC,5,572,4.5,"1,926","$67,960 "
2023,Mercedes-Benz,AMG GLE 53 ,11,932,4.6,266,"$73,980 "
2020,Mercedes-Benz,C-Class C 300 4MATIC,51,7,4.6,827,"$35,678 "
2021,Mercedes-Benz,GLE 450 4MATIC,60,585,4.8,752,"$44,988 "
2020,Mercedes-Benz,GLC 300  4MATIC,32,455,4.8,"1,094","$28,886 "
2020,Mercedes-Benz,AMG G 63 4MATIC,29,469,4.5,"1,334","$169,999 "
2023,Mercedes-Benz,C-Class C 300 4MATIC,8,330,3.2,157,"$47,261 "
2023,Mercedes-Benz,AMG GLB 35 ,8,440,4.5,"2,465","$44,995 "
2021,Mercedes-Benz,GLA 250 ,25,120,4.6,"1,018","$29,999 "
2022,Mercedes-Benz,C-Class C 300,15,630,4,386,"$39,948 "
2021,Mercedes-Benz,GLC 300  4MATIC,21,283,4.7,192,"$36,221 "
2023,Mercedes-Benz,EQB 250 ,7,211,4.8,"2,002","$43,995 "
2021,Mercedes-Benz,AMG GLE 63 S-Model 4MATIC,39,805,4.7,"1,948","$84,950 "
2023,Mercedes-Benz,C-Class C 300 4MATIC,5,877,4.8,"1,018","$45,000 "
2019,Mercedes-Benz,E-Class E 300,27,657,4.6,"1,915","$29,946 "
2023,Mercedes-Benz,EQB 300  4MATIC,2,881,4.3,"1,491","$53,484 "
2022,Mercedes-Benz,GLS 450 4MATIC,34,596,4.8,"4,576","$69,888 "
2021,Mercedes-Benz,GLE 350 ,34,629,4.2,568,"$51,989 "
2022,Mercedes-Benz,AMG CLA 35  4MATIC,5,993,4,150,"$46,307 "
2022,Mercedes-Benz,GLE 350  4MATIC,45,959,4.8,899,"$47,983 "
2021,Mercedes-Benz,C-Class C 300,12,353,4,418,"$35,233 "
2023,Mercedes-Benz,GLB 250,5,814,2.9,607,"$46,000 "
2022,Mercedes-Benz,C-Class C 300,9,583,4.9,"1,411","$42,595 "
2018,Mercedes-Benz,GLC 300  4MATIC,52,285,4.3,159,"$24,586 "
2023,Mercedes-Benz,EQS 580  4MATIC,6,813,4.8,295,"$84,444 "
2020,Mercedes-Benz,AMG G 63 ,40,404,4.9,"2,501","$165,966 "
2021,Mercedes-Benz,AMG GLC 43  4MATIC,10,842,4.6,"1,276","$55,997 "
2019,Mercedes-Benz,AMG C 63 S,23,903,4.2,"2,867","$63,899 "
2020,Mercedes-Benz,GLS 450  4MATIC,45,50,4.9,199,"$47,800 "
2020,Mercedes-Benz,GLA 250  4MATIC,30,532,4.8,"1,729","$26,999 "
2019,Mercedes-Benz,GLA 250 ,24,897,4.3,"1,491","$26,140 "
2021,Mercedes-Benz,GLA 250 ,50,302,4.7,911,"$25,994 "
2020,Mercedes-Benz,GLC 300  4MATIC,37,104,4.9,977,"$37,900 "
2022,Mercedes-Benz,GLE 350 ,26,365,4.9,"1,405","$51,200 "
2023,Mercedes-Benz,GLB 250  4MATIC,10,632,4,37,"$41,000 "
2023,Mercedes-Benz,C-Class C 300 4MATIC,3,251,4.8,"1,354","$47,983 "
2020,Mercedes-Benz,CLA 250 ,29,616,4.5,"1,050","$27,998 "
2022,Mercedes-Benz,GLC 300  4MATIC,16,535,4,236,"$41,990 "
2021,Mercedes-Benz,AMG GLE 63 S-Model 4MATIC,14,427,4.9,"7,140","$87,770 "
2023,Mercedes-Benz,EQB 300,0,461,4.6,66,"$51,499 "
2023,Mercedes-Benz,CLA 250  4MATIC,4,698,3.9,"1,800","$40,900 "
2023,Mercedes-Benz,C-Class C 300 4MATIC,4,561,4.8,"1,354","$49,983 "
2024,Mercedes-Benz,GLE 350  4MATIC,13,704,4.8,899,"$67,984 "
2023,Mercedes-Benz,CLA 250  4MATIC,3,0,4.5,919,"$40,501 "
2024,Mercedes-Benz,GLE 350  4MATIC,15,535,4.4,"1,231","$64,484 "
2024,Mercedes-Benz,GLS 450 4MATIC,3,413,4.8,"2,002","$91,433 "
2021,Mercedes-Benz,GLA 250  4MATIC,18,209,4,67,"$29,886 "
2018,Mercedes-Benz,CLA 250  4MATIC,66,169,4.3,112,"$19,990 "
2023,Mercedes-Benz,C-Class C 300 4MATIC,7,368,4.6,716,"$47,131 "
2020,Mercedes-Benz,A-Class A 220,33,636,4.6,"1,847","$27,750 "
2022,Mercedes-Benz,GLC 300 ,22,324,4,64,"$37,417 "
2023,Mercedes-Benz,GLE 350  4MATIC,12,532,4.7,911,"$58,594 "
2024,Mercedes-Benz,GLE 350  4MATIC,12,135,4.5,"2,465","$61,988 "
2021,Mercedes-Benz,GLC 300 ,31,961,4.4,311,"$36,851 "
2022,Mercedes-Benz,AMG GT 53 ,8,361,4.8,"4,576","$91,888 "
2023,Mercedes-Benz,EQB 300  4MATIC,2,272,4.7,449,"$48,500 "
2020,Mercedes-Benz,G-Class G 550 4MATIC,46,226,4.9,848,"$133,448 "
2021,Mercedes-Benz,E-Class E 450 4MATIC,24,377,4.8,752,"$48,787 "
2021,Mercedes-Benz,GLC 300 4MATIC Coupe,24,774,4.3,"1,152","$42,999 "
2020,Mercedes-Benz,GLA 250  4MATIC,36,126,4.8,"2,059","$27,583 "
2023,Mercedes-Benz,AMG CLA 35  4MATIC,5,890,4.6,"1,171","$54,840 "
2024,Mercedes-Benz,GLA 250  4MATIC,2,77,4,1000,"$41,998 "
2023,Mercedes-Benz,AMG GLA 35,5,906,4.8,301,"$45,994 "
2024,Mercedes-Benz,GLE 350  4MATIC,7,638,5,"1,502","$66,990 "
2023,Mercedes-Benz,GLS 450 4MATIC,13,863,4.5,"1,926","$75,450 "
2021,Mercedes-Benz,GLE 350 ,31,953,4.6,"1,899","$47,851 "
2023,Mercedes-Benz,E-Class E 350 4MATIC,4,823,4.5,843,"$56,555 "
2021,Mercedes-Benz,S-Class S 580 4MATIC,3,165,4.8,823,"$99,900 "
2020,Mercedes-Benz,GLC 300  4MATIC,42,280,4.4,311,"$32,221 "
2021,Mercedes-Benz,G-Class G 550 4MATIC,49,307,4.9,848,"$132,228 "
2023,Mercedes-Benz,C-Class C 300 4MATIC,2,974,4.8,"1,018","$48,000 "
2021,Mercedes-Benz,C-Class C 300,15,426,4.8,"5,398","$37,393 "
2021,Mercedes-Benz,GLS 580  4MATIC,24,688,4.9,"1,405","$75,008 "
2023,Mercedes-Benz,GLA 250 ,9,146,4,689,"$38,991 "
